Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,FIP,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,135,1,Mar 28,CLE,@,OAK,W8-0,GS-6,W(1-0),99,6.0,4,0,0,1,11,0,0,0.00,0.00,22,83,55,13,18,5,5,4,0,0,74,,,0,0,0,21,1,0,0,1,0,1,.55,0.202,.52,0.12%,2.79,36.50,61.00,1b start tie,6b 3 out a6
2,136,6,Apr 2,CLE,@,SEA,W5-2,GS-6,W(2-0),4,6.0,6,0,0,0,9,0,0,0.00,0.08,23,83,55,18,10,7,7,4,1,0,69,,,0,0,0,23,3,0,0,1,0,0,.86,0.258,.88,0.16%,2.67,31.90,55.00,1b start tie,6b 3 out a4
